Booking_ID,User_ID,Car_ID,City,Car_Model,Category,Booking_Date,Rental_Days,Total_Amount,Year,Month,DayOfWeek,Week,Amount_per_Day
64,197,211,Delhi,Hyundai Creta,Sedan,2024-03-04,1,2424,2024,2024-03,Monday,2024-03-04/2024-03-10,2424.0
65,126,236,Delhi,Hyundai Creta,SUV,2024-03-05,9,5473,2024,2024-03,Tuesday,2024-03-04/2024-03-10,608.1111111111111
66,190,280,Pune,Kia Seltos,SUV,2024-03-06,7,7015,2024,2024-03,Wednesday,2024-03-04/2024-03-10,1002.1428571428571
67,136,203,Mumbai,Swift Dzire,SUV,2024-03-07,5,9834,2024,2024-03,Thursday,2024-03-04/2024-03-10,1966.8
68,123,253,Mumbai,Hyundai Creta,SUV,2024-03-08,9,14906,2024,2024-03,Friday,2024-03-04/2024-03-10,1656.2222222222222
69,149,213,Mumbai,Tata Nexon,SUV,2024-03-09,4,10771,2024,2024-03,Saturday,2024-03-04/2024-03-10,2692.75
70,169,230,Pune,Tata Nexon,Sedan,2024-03-10,1,10581,2024,2024-03,Sunday,2024-03-04/2024-03-10,10581.0
71,174,278,Bangalore,Hyundai Creta,Sedan,2024-03-11,4,4583,2024,2024-03,Monday,2024-03-11/2024-03-17,1145.75
72,197,250,Pune,Hyundai Creta,Sedan,2024-03-12,9,4397,2024,2024-03,Tuesday,2024-03-11/2024-03-17,488.55555555555554
73,167,202,Bangalore,Kia Seltos,Hatchback,2024-03-13,7,5266,2024,2024-03,Wednesday,2024-03-11/2024-03-17,752.2857142857143
74,136,293,Pune,Hyundai Creta,Hatchback,2024-03-14,4,3897,2024,2024-03,Thursday,2024-03-11/2024-03-17,974.25
75,153,229,Pune,Tata Nexon,Sedan,2024-03-15,8,2902,2024,2024-03,Friday,2024-03-11/2024-03-17,362.75
76,141,240,Mumbai,Maruti Alto,Sedan,2024-03-16,3,1788,2024,2024-03,Saturday,2024-03-11/2024-03-17,596.0
77,186,258,Delhi,Kia Seltos,Hatchback,2024-03-17,5,13597,2024,2024-03,Sunday,2024-03-11/2024-03-17,2719.4
78,107,234,Delhi,Hyundai Creta,SUV,2024-03-18,9,8552,2024,2024-03,Monday,2024-03-18/2024-03-24,950.2222222222222
79,173,237,Pune,Swift Dzire,SUV,2024-03-19,1,8810,2024,2024-03,Tuesday,2024-03-18/2024-03-24,8810.0
80,147,253,Bangalore,Maruti Alto,Sedan,2024-03-20,5,8436,2024,2024-03,Wednesday,2024-03-18/2024-03-24,1687.2
81,110,267,Bangalore,Tata Nexon,Sedan,2024-03-21,4,5108,2024,2024-03,Thursday,2024-03-18/2024-03-24,1277.0
82,115,223,Delhi,Swift Dzire,Hatchback,2024-03-22,5,14149,2024,2024-03,Friday,2024-03-18/2024-03-24,2829.8
83,158,200,Delhi,Swift Dzire,Sedan,2024-03-23,8,3103,2024,2024-03,Saturday,2024-03-18/2024-03-24,387.875
84,158,299,Delhi,Kia Seltos,SUV,2024-03-24,5,8146,2024,2024-03,Sunday,2024-03-18/2024-03-24,1629.2
85,169,246,Bangalore,Tata Nexon,Hatchback,2024-03-25,7,12559,2024,2024-03,Monday,2024-03-25/2024-03-31,1794.142857142857
86,161,225,Mumbai,Kia Seltos,SUV,2024-03-26,9,6408,2024,2024-03,Tuesday,2024-03-25/2024-03-31,712.0
87,184,278,Pune,Hyundai Creta,Sedan,2024-03-27,9,4863,2024,2024-03,Wednesday,2024-03-25/2024-03-31,540.3333333333334
88,116,277,Bangalore,Hyundai Creta,SUV,2024-03-28,2,8690,2024,2024-03,Thursday,2024-03-25/2024-03-31,4345.0
89,123,292,Bangalore,Swift Dzire,SUV,2024-03-29,8,13519,2024,2024-03,Friday,2024-03-25/2024-03-31,1689.875
90,143,237,Mumbai,Hyundai Creta,Sedan,2024-03-30,3,10069,2024,2024-03,Saturday,2024-03-25/2024-03-31,3356.3333333333335
91,156,249,Pune,Kia Seltos,SUV,2024-03-31,4,9416,2024,2024-03,Sunday,2024-03-25/2024-03-31,2354.0
92,176,249,Pune,Swift Dzire,SUV,2024-04-01,2,5812,2024,2024-04,Monday,2024-04-01/2024-04-07,2906.0
93,163,227,Bangalore,Maruti Alto,Hatchback,2024-04-02,4,13712,2024,2024-04,Tuesday,2024-04-01/2024-04-07,3428.0
94,199,273,Mumbai,Kia Seltos,Sedan,2024-04-03,1,6615,2024,2024-04,Wednesday,2024-04-01/2024-04-07,6615.0
95,116,243,Mumbai,Kia Seltos,SUV,2024-04-04,1,1894,2024,2024-04,Thursday,2024-04-01/2024-04-07,1894.0
96,158,281,Pune,Tata Nexon,Hatchback,2024-04-05,4,9994,2024,2024-04,Friday,2024-04-01/2024-04-07,2498.5
97,182,269,Mumbai,Tata Nexon,Hatchback,2024-04-06,9,10426,2024,2024-04,Saturday,2024-04-01/2024-04-07,1158.4444444444443
98,168,238,Delhi,Maruti Alto,SUV,2024-04-07,1,9687,2024,2024-04,Sunday,2024-04-01/2024-04-07,9687.0
99,103,265,Delhi,Hyundai Creta,SUV,2024-04-08,6,9760,2024,2024-04,Monday,2024-04-08/2024-04-14,1626.6666666666667
100,119,277,Delhi,Swift Dzire,Hatchback,2024-04-09,4,10198,2024,2024-04,Tuesday,2024-04-08/2024-04-14,2549.5
101,164,258,Bangalore,Tata Nexon,Sedan,2024-04-10,3,7379,2024,2024-04,Wednesday,2024-04-08/2024-04-14,2459.6666666666665
102,192,293,Mumbai,Maruti Alto,Hatchback,2024-04-11,3,5198,2024,2024-04,Thursday,2024-04-08/2024-04-14,1732.6666666666667
103,198,285,Delhi,Swift Dzire,Sedan,2024-04-12,7,12997,2024,2024-04,Friday,2024-04-08/2024-04-14,1856.7142857142858
104,115,257,Bangalore,Tata Nexon,Sedan,2024-04-13,4,2857,2024,2024-04,Saturday,2024-04-08/2024-04-14,714.25
105,103,253,Pune,Swift Dzire,SUV,2024-04-14,6,11200,2024,2024-04,Sunday,2024-04-08/2024-04-14,1866.6666666666667
106,129,200,Delhi,Maruti Alto,Sedan,2024-04-15,2,7126,2024,2024-04,Monday,2024-04-15/2024-04-21,3563.0
107,180,242,Bangalore,Swift Dzire,Hatchback,2024-04-16,1,11180,2024,2024-04,Tuesday,2024-04-15/2024-04-21,11180.0
108,151,238,Bangalore,Kia Seltos,SUV,2024-04-17,6,11043,2024,2024-04,Wednesday,2024-04-15/2024-04-21,1840.5
109,152,239,Mumbai,Tata Nexon,Sedan,2024-04-18,8,5158,2024,2024-04,Thursday,2024-04-15/2024-04-21,644.75
110,113,226,Pune,Tata Nexon,Sedan,2024-04-19,3,5386,2024,2024-04,Friday,2024-04-15/2024-04-21,1795.3333333333333
111,146,204,Pune,Kia Seltos,Sedan,2024-04-20,2,8646,2024,2024-04,Saturday,2024-04-15/2024-04-21,4323.0
112,123,201,Bangalore,Hyundai Creta,Hatchback,2024-04-21,9,10488,2024,2024-04,Sunday,2024-04-15/2024-04-21,1165.3333333333333
113,171,255,Bangalore,Tata Nexon,SUV,2024-04-22,3,8768,2024,2024-04,Monday,2024-04-22/2024-04-28,2922.6666666666665
114,191,257,Mumbai,Swift Dzire,Hatchback,2024-04-23,9,13636,2024,2024-04,Tuesday,2024-04-22/2024-04-28,1515.111111111111
115,179,246,Pune,Kia Seltos,SUV,2024-04-24,9,7075,2024,2024-04,Wednesday,2024-04-22/2024-04-28,786.1111111111111
116,144,244,Mumbai,Maruti Alto,SUV,2024-04-25,9,7827,2024,2024-04,Thursday,2024-04-22/2024-04-28,869.6666666666666
117,122,258,Delhi,Kia Seltos,Sedan,2024-04-26,7,13478,2024,2024-04,Friday,2024-04-22/2024-04-28,1925.4285714285713
118,161,225,Bangalore,Maruti Alto,SUV,2024-04-27,4,6327,2024,2024-04,Saturday,2024-04-22/2024-04-28,1581.75
119,186,285,Pune,Maruti Alto,Sedan,2024-04-28,7,5942,2024,2024-04,Sunday,2024-04-22/2024-04-28,848.8571428571429
120,139,206,Bangalore,Swift Dzire,Hatchback,2024-04-29,6,8285,2024,2024-04,Monday,2024-04-29/2024-05-05,1380.8333333333333
121,135,251,Pune,Swift Dzire,SUV,2024-04-30,1,8113,2024,2024-04,Tuesday,2024-04-29/2024-05-05,8113.0
122,152,287,Pune,Tata Nexon,SUV,2024-05-01,7,5778,2024,2024-05,Wednesday,2024-04-29/2024-05-05,825.4285714285714
123,146,280,Bangalore,Hyundai Creta,SUV,2024-05-02,9,11384,2024,2024-05,Thursday,2024-04-29/2024-05-05,1264.888888888889
124,136,209,Bangalore,Maruti Alto,Sedan,2024-05-03,6,8857,2024,2024-05,Friday,2024-04-29/2024-05-05,1476.1666666666667
125,114,205,Delhi,Maruti Alto,Sedan,2024-05-04,8,11297,2024,2024-05,Saturday,2024-04-29/2024-05-05,1412.125
126,155,251,Bangalore,Kia Seltos,SUV,2024-05-05,6,10710,2024,2024-05,Sunday,2024-04-29/2024-05-05,1785.0
127,186,231,Bangalore,Tata Nexon,Hatchback,2024-05-06,6,12643,2024,2024-05,Monday,2024-05-06/2024-05-12,2107.1666666666665
128,152,295,Mumbai,Hyundai Creta,Hatchback,2024-05-07,7,7552,2024,2024-05,Tuesday,2024-05-06/2024-05-12,1078.857142857143
129,191,204,Mumbai,Tata Nexon,Hatchback,2024-05-08,9,7930,2024,2024-05,Wednesday,2024-05-06/2024-05-12,881.1111111111111
130,141,251,Delhi,Tata Nexon,Hatchback,2024-05-09,9,5412,2024,2024-05,Thursday,2024-05-06/2024-05-12,601.3333333333334
131,101,209,Pune,Maruti Alto,SUV,2024-05-10,3,4270,2024,2024-05,Friday,2024-05-06/2024-05-12,1423.3333333333333
132,154,263,Bangalore,Kia Seltos,Sedan,2024-05-11,5,6702,2024,2024-05,Saturday,2024-05-06/2024-05-12,1340.4
133,144,241,Bangalore,Maruti Alto,SUV,2024-05-12,9,7841,2024,2024-05,Sunday,2024-05-06/2024-05-12,871.2222222222222
134,154,281,Delhi,Tata Nexon,Hatchback,2024-05-13,8,3798,2024,2024-05,Monday,2024-05-13/2024-05-19,474.75
135,113,266,Delhi,Swift Dzire,Sedan,2024-05-14,1,12032,2024,2024-05,Tuesday,2024-05-13/2024-05-19,12032.0
136,198,206,Bangalore,Hyundai Creta,Hatchback,2024-05-15,4,7837,2024,2024-05,Wednesday,2024-05-13/2024-05-19,1959.25
137,119,203,Pune,Maruti Alto,Hatchback,2024-05-16,9,13824,2024,2024-05,Thursday,2024-05-13/2024-05-19,1536.0
138,171,246,Bangalore,Tata Nexon,SUV,2024-05-17,5,5059,2024,2024-05,Friday,2024-05-13/2024-05-19,1011.8
139,176,244,Bangalore,Hyundai Creta,Hatchback,2024-05-18,4,11778,2024,2024-05,Saturday,2024-05-13/2024-05-19,2944.5
140,158,297,Bangalore,Maruti Alto,SUV,2024-05-19,2,7853,2024,2024-05,Sunday,2024-05-13/2024-05-19,3926.5
141,125,216,Mumbai,Hyundai Creta,SUV,2024-05-20,2,10370,2024,2024-05,Monday,2024-05-20/2024-05-26,5185.0
142,134,211,Delhi,Swift Dzire,SUV,2024-05-21,8,4312,2024,2024-05,Tuesday,2024-05-20/2024-05-26,539.0
143,187,293,Mumbai,Hyundai Creta,SUV,2024-05-22,7,12016,2024,2024-05,Wednesday,2024-05-20/2024-05-26,1716.5714285714287
144,121,284,Mumbai,Swift Dzire,Hatchback,2024-05-23,7,13768,2024,2024-05,Thursday,2024-05-20/2024-05-26,1966.857142857143
145,116,277,Delhi,Kia Seltos,Sedan,2024-05-24,3,9696,2024,2024-05,Friday,2024-05-20/2024-05-26,3232.0
146,195,243,Pune,Hyundai Creta,SUV,2024-05-25,8,6387,2024,2024-05,Saturday,2024-05-20/2024-05-26,798.375
147,160,271,Mumbai,Kia Seltos,SUV,2024-05-26,7,8209,2024,2024-05,Sunday,2024-05-20/2024-05-26,1172.7142857142858
148,188,268,Bangalore,Tata Nexon,SUV,2024-05-27,8,1669,2024,2024-05,Monday,2024-05-27/2024-06-02,208.625
149,127,238,Pune,Swift Dzire,Hatchback,2024-05-28,1,7355,2024,2024-05,Tuesday,2024-05-27/2024-06-02,7355.0
150,116,247,Pune,Tata Nexon,Sedan,2024-05-29,1,13044,2024,2024-05,Wednesday,2024-05-27/2024-06-02,13044.0
151,129,267,Mumbai,Kia Seltos,Sedan,2024-05-30,4,10541,2024,2024-05,Thursday,2024-05-27/2024-06-02,2635.25
152,191,260,Mumbai,Maruti Alto,SUV,2024-05-31,1,12463,2024,2024-05,Friday,2024-05-27/2024-06-02,12463.0
153,179,281,Bangalore,Maruti Alto,Sedan,2024-06-01,8,6942,2024,2024-06,Saturday,2024-05-27/2024-06-02,867.75
154,199,294,Mumbai,Hyundai Creta,SUV,2024-06-02,4,12218,2024,2024-06,Sunday,2024-05-27/2024-06-02,3054.5
155,163,262,Mumbai,Maruti Alto,Hatchback,2024-06-03,7,8939,2024,2024-06,Monday,2024-06-03/2024-06-09,1277.0
156,183,260,Pune,Swift Dzire,Hatchback,2024-06-04,7,6771,2024,2024-06,Tuesday,2024-06-03/2024-06-09,967.2857142857143
157,104,209,Delhi,Hyundai Creta,Sedan,2024-06-05,1,2917,2024,2024-06,Wednesday,2024-06-03/2024-06-09,2917.0
158,122,241,Delhi,Maruti Alto,Hatchback,2024-06-06,7,6410,2024,2024-06,Thursday,2024-06-03/2024-06-09,915.7142857142857
159,149,206,Pune,Tata Nexon,Hatchback,2024-06-07,9,11702,2024,2024-06,Friday,2024-06-03/2024-06-09,1300.2222222222222
160,167,294,Bangalore,Maruti Alto,SUV,2024-06-08,3,10792,2024,2024-06,Saturday,2024-06-03/2024-06-09,3597.3333333333335
161,131,233,Mumbai,Hyundai Creta,Hatchback,2024-06-09,4,13087,2024,2024-06,Sunday,2024-06-03/2024-06-09,3271.75
162,106,244,Bangalore,Tata Nexon,Hatchback,2024-06-10,6,5796,2024,2024-06,Monday,2024-06-10/2024-06-16,966.0
163,109,250,Delhi,Hyundai Creta,SUV,2024-06-11,5,12023,2024,2024-06,Tuesday,2024-06-10/2024-06-16,2404.6
164,170,217,Pune,Tata Nexon,Hatchback,2024-06-12,6,13648,2024,2024-06,Wednesday,2024-06-10/2024-06-16,2274.6666666666665
165,175,298,Mumbai,Tata Nexon,Sedan,2024-06-13,8,13185,2024,2024-06,Thursday,2024-06-10/2024-06-16,1648.125
166,142,205,Pune,Kia Seltos,Hatchback,2024-06-14,7,6708,2024,2024-06,Friday,2024-06-10/2024-06-16,958.2857142857143
167,139,232,Mumbai,Tata Nexon,Hatchback,2024-06-15,3,14156,2024,2024-06,Saturday,2024-06-10/2024-06-16,4718.666666666667
168,186,254,Pune,Maruti Alto,Hatchback,2024-06-16,3,2354,2024,2024-06,Sunday,2024-06-10/2024-06-16,784.6666666666666
169,110,218,Pune,Kia Seltos,Sedan,2024-06-17,4,12314,2024,2024-06,Monday,2024-06-17/2024-06-23,3078.5
170,186,272,Pune,Swift Dzire,Sedan,2024-06-18,1,7813,2024,2024-06,Tuesday,2024-06-17/2024-06-23,7813.0
171,131,217,Mumbai,Swift Dzire,Hatchback,2024-06-19,4,12819,2024,2024-06,Wednesday,2024-06-17/2024-06-23,3204.75
172,170,258,Bangalore,Kia Seltos,Sedan,2024-06-20,9,12990,2024,2024-06,Thursday,2024-06-17/2024-06-23,1443.3333333333333
173,177,296,Bangalore,Tata Nexon,Hatchback,2024-06-21,8,12250,2024,2024-06,Friday,2024-06-17/2024-06-23,1531.25
174,178,276,Bangalore,Maruti Alto,Sedan,2024-06-22,3,9256,2024,2024-06,Saturday,2024-06-17/2024-06-23,3085.3333333333335
175,112,262,Bangalore,Hyundai Creta,Sedan,2024-06-23,6,10436,2024,2024-06,Sunday,2024-06-17/2024-06-23,1739.3333333333333
176,113,291,Delhi,Maruti Alto,SUV,2024-06-24,6,8644,2024,2024-06,Monday,2024-06-24/2024-06-30,1440.6666666666667
177,186,279,Bangalore,Tata Nexon,SUV,2024-06-25,9,5106,2024,2024-06,Tuesday,2024-06-24/2024-06-30,567.3333333333334
178,142,226,Bangalore,Tata Nexon,Sedan,2024-06-26,7,8655,2024,2024-06,Wednesday,2024-06-24/2024-06-30,1236.4285714285713
179,112,239,Delhi,Swift Dzire,Hatchback,2024-06-27,5,3547,2024,2024-06,Thursday,2024-06-24/2024-06-30,709.4
180,143,256,Bangalore,Maruti Alto,Hatchback,2024-06-28,3,14423,2024,2024-06,Friday,2024-06-24/2024-06-30,4807.666666666667
181,119,274,Pune,Hyundai Creta,SUV,2024-06-29,2,6792,2024,2024-06,Saturday,2024-06-24/2024-06-30,3396.0
182,106,271,Delhi,Swift Dzire,Hatchback,2024-06-30,3,4940,2024,2024-06,Sunday,2024-06-24/2024-06-30,1646.6666666666667
183,171,253,Mumbai,Kia Seltos,Hatchback,2024-07-01,2,13803,2024,2024-07,Monday,2024-07-01/2024-07-07,6901.5
184,103,231,Delhi,Kia Seltos,SUV,2024-07-02,4,14412,2024,2024-07,Tuesday,2024-07-01/2024-07-07,3603.0
185,140,205,Delhi,Hyundai Creta,Hatchback,2024-07-03,1,4506,2024,2024-07,Wednesday,2024-07-01/2024-07-07,4506.0
186,135,284,Bangalore,Tata Nexon,Sedan,2024-07-04,4,14366,2024,2024-07,Thursday,2024-07-01/2024-07-07,3591.5
187,189,212,Bangalore,Maruti Alto,Sedan,2024-07-05,9,5578,2024,2024-07,Friday,2024-07-01/2024-07-07,619.7777777777778
188,115,214,Mumbai,Kia Seltos,Sedan,2024-07-06,1,4129,2024,2024-07,Saturday,2024-07-01/2024-07-07,4129.0
189,106,283,Pune,Maruti Alto,SUV,2024-07-07,8,2232,2024,2024-07,Sunday,2024-07-01/2024-07-07,279.0
190,170,223,Pune,Kia Seltos,Sedan,2024-07-08,4,13212,2024,2024-07,Monday,2024-07-08/2024-07-14,3303.0
191,192,219,Bangalore,Hyundai Creta,SUV,2024-07-09,4,14547,2024,2024-07,Tuesday,2024-07-08/2024-07-14,3636.75
192,170,237,Bangalore,Kia Seltos,SUV,2024-07-10,9,1822,2024,2024-07,Wednesday,2024-07-08/2024-07-14,202.44444444444446
193,151,214,Bangalore,Hyundai Creta,Hatchback,2024-07-11,9,10546,2024,2024-07,Thursday,2024-07-08/2024-07-14,1171.7777777777778
194,165,294,Delhi,Swift Dzire,Sedan,2024-07-12,2,1534,2024,2024-07,Friday,2024-07-08/2024-07-14,767.0
195,195,203,Mumbai,Hyundai Creta,Hatchback,2024-07-13,4,7046,2024,2024-07,Saturday,2024-07-08/2024-07-14,1761.5
196,157,274,Delhi,Kia Seltos,SUV,2024-07-14,6,6426,2024,2024-07,Sunday,2024-07-08/2024-07-14,1071.0
197,177,212,Pune,Hyundai Creta,Sedan,2024-07-15,8,5730,2024,2024-07,Monday,2024-07-15/2024-07-21,716.25
198,101,266,Bangalore,Kia Seltos,Hatchback,2024-07-16,5,11444,2024,2024-07,Tuesday,2024-07-15/2024-07-21,2288.8
199,110,276,Delhi,Tata Nexon,SUV,2024-07-17,1,3637,2024,2024-07,Wednesday,2024-07-15/2024-07-21,3637.0
